Date ,Time,Site_Name,Cond_uS_cm,nLF_Cond_uS_cm,ODO_percent_sat,ODO_percent_cb,ODO_mg_L,Sal_psu,SpCond_uS_cm,TDS_mg_L,Turbidity_NTU,TSS_mg_L,Temp_celcius,pH,Turbidity_FNU,Notes
10/24/2024,11:00:00,Pond 27,327.10,370.10,1.50,1.50,0.13,0.18,366.50,238.00,2.23,0.00,19.38,7.50,na,
10/24/2024,12:00:00,Pond 27,325.50,367.30,2.80,2.90,0.26,0.17,363.80,236.00,1.90,0.00,19.49,7.50,na,
10/24/2024,13:00:00,Pond 27,325.70,366.50,6.00,6.10,0.55,0.17,363.10,236.00,1.95,0.00,19.61,7.49,na,
10/24/2024,14:00:00,Pond 27,327.00,366.90,7.20,7.30,0.66,0.17,363.60,236.00,1.92,0.00,19.74,7.50,na,
10/24/2024,15:00:00,Pond 27,326.60,365.30,9.00,9.10,0.82,0.17,362.00,235.00,1.83,0.00,19.88,7.51,na,
10/24/2024,16:00:00,Pond 27,327.50,365.70,10.50,10.70,0.96,0.17,362.40,236.00,1.99,0.00,19.96,7.52,na,
10/24/2024,17:00:00,Pond 27,328.50,366.50,11.20,11.40,1.02,0.17,363.30,236.00,1.66,0.00,19.99,7.53,na,
10/24/2024,18:00:00,Pond 27,328.90,366.80,12.50,12.70,1.13,0.17,363.60,236.00,1.74,0.00,20.00,7.54,na,
10/24/2024,19:00:00,Pond 27,327.20,365.10,8.70,8.80,0.79,0.17,361.90,235.00,1.36,0.00,19.97,7.49,na,
10/24/2024,20:00:00,Pond 27,327.80,366.20,4.20,4.20,0.38,0.17,362.90,236.00,1.57,0.00,19.94,7.48,na,
10/24/2024,21:00:00,Pond 27,328.80,367.40,0.70,0.70,0.06,0.17,364.10,237.00,1.69,0.00,19.93,7.47,na,
10/24/2024,22:00:00,Pond 27,329.40,368.10,0.10,0.10,0.01,0.17,364.80,237.00,2.58,0.00,19.92,7.47,na,
10/24/2024,23:00:00,Pond 27,328.10,366.80,0.10,0.10,0.01,0.17,363.50,236.00,2.26,0.00,19.90,7.46,na,
10/25/2024,0:00:00,Pond 27,328.30,367.00,0.00,0.00,0.00,0.17,363.70,236.00,2.45,0.00,19.90,7.45,na,
10/25/2024,1:00:00,Pond 27,329.50,368.20,0.00,0.00,0.00,0.17,364.90,237.00,2.69,0.00,19.92,7.49,na,
10/25/2024,2:00:00,Pond 27,329.70,368.30,0.00,0.00,0.00,0.17,365.00,237.00,2.45,0.00,19.94,7.51,na,
10/25/2024,3:00:00,Pond 27,326.30,364.10,0.10,0.10,0.01,0.17,360.90,235.00,2.24,0.00,19.97,7.45,na,
10/25/2024,4:00:00,Pond 27,322.00,359.40,9.50,9.70,0.87,0.17,356.30,232.00,2.15,0.00,19.97,7.46,na,
10/25/2024,5:00:00,Pond 27,311.90,348.70,21.20,21.50,1.93,0.17,345.50,225.00,1.44,0.00,19.90,7.53,na,
10/25/2024,6:00:00,Pond 27,304.20,340.70,28.10,28.50,2.56,0.16,337.70,219.00,1.21,0.00,19.81,7.58,na,
10/25/2024,7:00:00,Pond 27,305.80,343.10,23.60,24.00,2.16,0.16,340.00,221.00,1.06,0.00,19.74,7.55,na,
10/25/2024,8:00:00,Pond 27,307.60,345.80,19.10,19.40,1.75,0.16,342.60,223.00,1.72,0.00,19.66,7.52,na,
10/25/2024,9:00:00,Pond 27,307.20,345.40,19.20,19.50,1.75,0.16,342.20,222.00,1.23,0.00,19.64,7.52,na,
10/25/2024,10:00:00,Pond 27,310.60,348.90,7.50,7.60,0.69,0.17,345.60,225.00,1.15,0.00,19.70,7.47,na,
10/25/2024,11:00:00,Pond 27,314.30,352.30,5.40,5.40,0.49,0.17,349.10,227.00,0.98,0.00,19.78,7.46,na,
10/25/2024,12:00:00,Pond 27,318.30,355.90,5.60,5.70,0.51,0.17,352.80,229.00,1.44,0.00,19.89,7.47,na,
10/25/2024,13:00:00,Pond 27,320.50,357.50,5.60,5.70,0.51,0.17,354.30,230.00,2.11,0.00,20.00,7.51,na,
10/25/2024,14:00:00,Pond 27,319.90,350.00,25.30,25.70,2.26,0.17,347.40,226.00,21.59,0.00,20.85,7.54,na,
10/25/2024,15:00:00,Pond 27,321.00,349.20,25.60,25.90,2.27,0.17,346.70,225.00,37.77,0.00,21.12,7.54,na,
10/25/2024,16:00:00,Pond 27,319.80,349.80,23.10,23.40,2.06,0.17,347.20,226.00,16.57,0.00,20.87,7.55,na,
10/25/2024,17:00:00,Pond 27,318.70,350.40,14.80,15.00,1.33,0.17,347.70,226.00,8.79,0.00,20.63,7.53,na,
10/25/2024,18:00:00,Pond 27,318.10,350.10,12.70,12.90,1.14,0.17,347.30,226.00,6.74,0.00,20.60,7.53,na,
10/25/2024,19:00:00,Pond 27,317.90,350.40,8.20,8.30,0.74,0.17,347.60,226.00,4.79,0.00,20.52,7.53,na,
10/25/2024,20:00:00,Pond 27,318.50,351.20,4.20,4.30,0.38,0.17,348.40,226.00,4.05,0.00,20.52,7.51,na,
10/25/2024,21:00:00,Pond 27,318.80,351.60,1.10,1.10,0.10,0.17,348.80,227.00,3.62,0.00,20.51,7.49,na,
10/25/2024,22:00:00,Pond 27,319.00,351.90,0.30,0.30,0.03,0.17,349.10,227.00,3.24,0.00,20.49,7.49,na,
10/25/2024,23:00:00,Pond 27,319.40,352.30,0.10,0.10,0.01,0.17,349.50,227.00,3.71,0.00,20.49,7.49,na,
10/26/2024,0:00:00,Pond 27,320.10,352.80,0.10,0.10,0.01,0.17,350.00,228.00,3.10,0.00,20.52,7.48,na,
10/26/2024,1:00:00,Pond 27,319.20,351.90,0.10,0.10,0.01,0.17,349.10,227.00,3.06,0.00,20.51,7.49,na,
10/26/2024,2:00:00,Pond 27,320.10,352.90,0.10,0.10,0.01,0.17,350.10,228.00,2.72,0.00,20.51,7.49,na,
10/26/2024,3:00:00,Pond 27,319.00,351.60,0.10,0.10,0.01,0.17,348.80,227.00,3.52,0.00,20.53,7.50,na,
10/26/2024,4:00:00,Pond 27,318.60,351.00,0.10,0.10,0.01,0.17,348.20,226.00,3.19,0.00,20.54,7.49,na,
10/26/2024,5:00:00,Pond 27,319.90,351.90,0.10,0.10,0.01,0.17,349.10,227.00,3.33,0.00,20.61,7.47,na,
10/26/2024,6:00:00,Pond 27,319.80,351.60,0.90,0.90,0.08,0.17,348.80,227.00,5.03,0.00,20.65,7.45,na,
10/26/2024,7:00:00,Pond 27,316.40,347.80,10.40,10.60,0.93,0.16,345.10,224.00,4.74,0.00,20.64,7.47,na,
10/26/2024,8:00:00,Pond 27,316.70,349.00,14.10,14.30,1.27,0.17,346.20,225.00,3.10,0.00,20.53,7.49,na,
10/26/2024,9:00:00,Pond 27,315.50,348.60,17.30,17.50,1.56,0.17,345.80,225.00,3.13,0.00,20.41,7.50,na,
10/26/2024,10:00:00,Pond 27,316.80,350.00,15.70,15.90,1.41,0.17,347.20,226.00,2.79,0.00,20.42,7.50,na,
10/26/2024,11:00:00,Pond 27,320.30,353.30,15.60,15.80,1.40,0.17,350.50,228.00,2.85,0.00,20.48,7.50,na,
10/26/2024,12:00:00,Pond 27,319.60,351.80,20.00,20.30,1.80,0.17,349.10,227.00,2.21,0.00,20.58,7.52,na,
10/26/2024,13:00:00,Pond 27,320.80,352.20,19.80,20.10,1.77,0.17,349.50,227.00,2.38,0.00,20.70,7.53,na,
10/26/2024,14:00:00,Pond 27,320.50,351.00,18.80,19.00,1.68,0.17,348.40,226.00,2.05,0.00,20.82,7.52,na,
10/26/2024,15:00:00,Pond 27,320.70,350.30,18.40,18.70,1.64,0.17,347.70,226.00,2.08,0.00,20.93,7.51,na,
10/26/2024,16:00:00,Pond 27,321.60,350.70,16.10,16.40,1.44,0.17,348.10,226.00,2.02,0.00,21.01,7.50,na,
10/26/2024,17:00:00,Pond 27,322.10,350.90,13.10,13.30,1.17,0.17,348.40,226.00,1.96,0.00,21.04,7.50,na,
10/26/2024,18:00:00,Pond 27,323.10,352.10,12.00,12.20,1.07,0.17,349.50,227.00,2.14,0.00,21.04,7.50,na,
10/26/2024,19:00:00,Pond 27,323.70,352.90,15.80,16.00,1.41,0.17,350.40,228.00,1.81,0.00,21.02,7.52,na,
10/26/2024,20:00:00,Pond 27,324.20,353.70,12.90,13.10,1.15,0.17,351.10,228.00,1.49,0.00,20.98,7.53,na,
10/26/2024,21:00:00,Pond 27,324.70,354.50,10.90,11.10,0.97,0.17,351.90,229.00,1.59,0.00,20.96,7.52,na,
10/26/2024,22:00:00,Pond 27,325.80,355.70,5.70,5.80,0.51,0.17,353.10,230.00,1.40,0.00,20.95,7.49,na,
10/26/2024,23:00:00,Pond 27,326.30,356.30,1.10,1.10,0.10,0.17,353.70,230.00,1.18,0.00,20.95,7.47,na,
10/27/2024,0:00:00,Pond 27,325.50,355.30,6.40,6.50,0.57,0.17,352.70,229.00,1.38,0.00,20.96,7.49,na,
10/27/2024,1:00:00,Pond 27,326.20,356.00,5.00,5.00,0.44,0.17,353.40,230.00,1.53,0.00,20.97,7.48,na,
10/27/2024,2:00:00,Pond 27,325.60,355.30,3.00,3.00,0.27,0.17,352.70,229.00,1.65,0.00,20.97,7.45,na,
10/27/2024,3:00:00,Pond 27,317.50,347.00,20.70,21.00,1.85,0.16,344.50,224.00,1.41,0.00,20.91,7.53,na,
10/27/2024,4:00:00,Pond 27,316.30,346.70,22.40,22.80,2.01,0.16,344.10,224.00,1.45,0.00,20.77,7.54,na,
10/27/2024,5:00:00,Pond 27,317.10,349.00,16.80,17.00,1.51,0.17,346.20,225.00,1.28,0.00,20.60,7.50,na,
10/27/2024,6:00:00,Pond 27,321.60,355.00,8.90,9.00,0.80,0.17,352.20,229.00,2.25,0.00,20.46,7.48,na,
10/27/2024,7:00:00,Pond 27,316.50,350.70,9.20,9.40,0.83,0.17,347.80,226.00,1.61,0.00,20.30,7.46,na,
10/27/2024,8:00:00,Pond 27,316.20,351.50,7.00,7.10,0.63,0.17,348.50,227.00,1.18,0.00,20.16,7.46,na,
10/27/2024,9:00:00,Pond 27,317.30,352.90,4.90,5.00,0.45,0.17,349.90,227.00,1.25,0.00,20.12,7.46,na,
10/27/2024,10:00:00,Pond 27,317.20,352.50,4.90,5.00,0.45,0.17,349.50,227.00,2.24,0.00,20.17,7.45,na,
10/27/2024,11:00:00,Pond 27,319.20,353.90,7.70,7.80,0.69,0.17,351.00,228.00,2.13,0.00,20.26,7.48,na,
10/27/2024,12:00:00,Pond 27,320.40,354.60,10.60,10.70,0.95,0.17,351.60,229.00,1.94,0.00,20.35,7.49,na,
10/27/2024,13:00:00,Pond 27,324.00,357.80,8.70,8.90,0.79,0.17,354.90,231.00,1.71,0.00,20.45,7.49,na,
10/27/2024,14:00:00,Pond 27,325.90,359.10,7.80,7.90,0.70,0.17,356.20,232.00,2.01,0.00,20.55,7.51,na,
10/27/2024,15:00:00,Pond 27,323.40,355.60,8.10,8.30,0.73,0.17,352.90,229.00,1.61,0.00,20.63,7.48,na,
10/27/2024,16:00:00,Pond 27,323.00,354.30,6.60,6.70,0.59,0.17,351.60,229.00,1.43,0.00,20.74,7.45,na,
10/27/2024,17:00:00,Pond 27,323.00,353.90,4.90,5.00,0.44,0.17,351.30,228.00,1.51,0.00,20.78,7.44,na,
10/27/2024,18:00:00,Pond 27,324.60,355.60,1.70,1.70,0.15,0.17,352.90,229.00,1.58,0.00,20.79,7.45,na,
10/27/2024,19:00:00,Pond 27,325.90,357.30,2.00,2.10,0.18,0.17,354.60,230.00,1.83,0.00,20.77,7.47,na,
10/27/2024,20:00:00,Pond 27,326.70,358.30,0.90,0.90,0.08,0.17,355.50,231.00,1.25,0.00,20.75,7.48,na,
10/27/2024,21:00:00,Pond 27,327.40,359.10,0.40,0.40,0.04,0.17,356.40,232.00,1.02,0.00,20.74,7.48,na,
10/27/2024,22:00:00,Pond 27,328.10,359.90,0.10,0.10,0.01,0.17,357.10,232.00,1.06,0.00,20.74,7.48,na,
10/27/2024,23:00:00,Pond 27,328.70,360.40,0.00,0.10,0.00,0.17,357.70,232.00,1.29,0.00,20.75,7.49,na,
10/28/2024,0:00:00,Pond 27,328.80,360.50,0.10,0.10,0.00,0.17,357.80,233.00,1.82,0.00,20.77,7.48,na,
10/28/2024,1:00:00,Pond 27,329.00,360.70,0.00,0.00,0.00,0.17,357.90,233.00,1.24,0.00,20.77,7.51,na,
10/28/2024,2:00:00,Pond 27,327.80,359.20,0.20,0.20,0.02,0.17,356.50,232.00,1.14,0.00,20.79,7.48,na,
10/28/2024,3:00:00,Pond 27,327.40,358.60,0.20,0.20,0.02,0.17,355.90,231.00,1.25,0.00,20.80,7.47,na,
10/28/2024,4:00:00,Pond 27,322.60,353.40,5.40,5.50,0.48,0.17,350.80,228.00,1.15,0.00,20.80,7.46,na,
10/28/2024,5:00:00,Pond 27,320.00,351.00,12.70,12.80,1.13,0.17,348.30,226.00,1.08,0.00,20.74,7.48,na,
10/28/2024,6:00:00,Pond 27,316.10,347.40,18.00,18.30,1.62,0.16,344.70,224.00,0.85,0.00,20.65,7.51,na,
10/28/2024,7:00:00,Pond 27,317.40,349.70,13.80,14.00,1.24,0.17,346.90,225.00,0.77,0.00,20.55,7.48,na,
10/28/2024,8:00:00,Pond 27,317.30,350.40,11.90,12.10,1.07,0.17,347.60,226.00,0.84,0.00,20.44,7.48,na,
10/28/2024,9:00:00,Pond 27,319.70,353.60,9.80,9.90,0.88,0.17,350.70,228.00,3.36,0.00,20.38,7.45,na,
10/31/2024,13:00:00,Pond 27,335.90,365.90,41.00,41.60,3.65,0.17,363.30,236.00,1.94,0.00,21.05,7.60,na,
10/31/2024,14:00:00,Pond 27,337.70,365.30,31.70,32.10,2.80,0.17,362.90,236.00,1.35,0.00,21.36,7.53,na,
10/31/2024,15:00:00,Pond 27,338.90,365.20,32.40,32.80,2.85,0.17,362.90,236.00,1.20,0.00,21.55,7.54,na,
10/31/2024,16:00:00,Pond 27,340.40,365.70,35.40,35.90,3.11,0.17,363.40,236.00,1.29,0.00,21.68,7.55,na,
10/31/2024,17:00:00,Pond 27,343.70,368.70,24.00,24.30,2.10,0.18,366.50,238.00,1.94,0.00,21.74,7.52,na,
10/31/2024,18:00:00,Pond 27,344.10,369.30,21.00,21.30,1.84,0.18,367.10,239.00,1.67,0.00,21.72,7.50,na,
10/31/2024,19:00:00,Pond 27,344.00,369.50,18.30,18.60,1.61,0.18,367.30,239.00,1.45,0.00,21.68,7.50,na,
10/31/2024,20:00:00,Pond 27,343.30,369.20,16.40,16.70,1.45,0.18,366.90,238.00,1.47,0.00,21.63,7.49,na,
10/31/2024,21:00:00,Pond 27,339.10,365.50,30.20,30.60,2.66,0.17,363.20,236.00,1.32,0.00,21.52,7.51,na,
10/31/2024,22:00:00,Pond 27,335.70,363.70,38.30,38.80,3.39,0.17,361.30,235.00,1.12,0.00,21.29,7.54,na,
10/31/2024,23:00:00,Pond 27,335.10,364.80,31.90,32.40,2.84,0.17,362.20,235.00,1.08,0.00,21.08,7.51,na,
11/1/2024,0:00:00,Pond 27,334.20,365.70,28.40,28.80,2.54,0.17,363.00,236.00,1.13,0.00,20.85,7.49,na,
11/1/2024,1:00:00,Pond 27,333.60,366.50,24.10,24.50,2.16,0.17,363.70,236.00,1.29,0.00,20.66,7.48,na,
11/1/2024,2:00:00,Pond 27,332.40,366.60,26.10,26.50,2.35,0.17,363.70,236.00,1.05,0.00,20.50,7.49,na,
11/1/2024,3:00:00,Pond 27,332.30,367.60,21.00,21.30,1.90,0.17,364.60,237.00,1.20,0.00,20.36,7.47,na,
11/1/2024,4:00:00,Pond 27,331.20,368.00,19.00,19.20,1.72,0.17,364.90,237.00,0.90,0.00,20.18,7.47,na,
11/1/2024,5:00:00,Pond 27,330.60,368.50,17.30,17.60,1.57,0.18,365.30,237.00,1.14,0.00,20.03,7.46,na,
11/1/2024,6:00:00,Pond 27,330.20,369.10,14.60,14.80,1.33,0.18,365.80,238.00,1.00,0.00,19.90,7.45,na,
11/1/2024,7:00:00,Pond 27,329.80,369.80,12.50,12.60,1.14,0.18,366.40,238.00,1.70,0.00,19.77,7.45,na,
11/1/2024,8:00:00,Pond 27,328.90,369.80,12.00,12.20,1.10,0.18,366.30,238.00,0.97,0.00,19.66,7.45,na,
11/1/2024,9:00:00,Pond 27,329.00,370.40,10.70,10.80,0.98,0.18,366.90,238.00,1.18,0.00,19.60,7.44,na,
11/1/2024,10:00:00,Pond 27,329.20,370.70,9.40,9.60,0.86,0.18,367.20,239.00,1.05,0.00,19.58,7.44,na,
11/1/2024,11:00:00,Pond 27,330.30,371.90,8.50,8.60,0.78,0.18,368.40,239.00,0.85,0.00,19.58,7.44,na,
11/1/2024,12:00:00,Pond 27,330.70,372.00,11.00,11.20,1.01,0.18,368.50,240.00,0.72,0.00,19.63,7.45,na,
11/1/2024,13:00:00,Pond 27,331.70,372.80,7.70,7.80,0.70,0.18,369.30,240.00,0.79,0.00,19.67,7.44,na,
11/1/2024,14:00:00,Pond 27,332.10,372.70,8.70,8.80,0.79,0.18,369.30,240.00,0.88,0.00,19.73,7.44,na,
11/1/2024,15:00:00,Pond 27,332.50,371.60,14.10,14.30,1.28,0.18,368.30,239.00,0.86,0.00,19.91,7.46,na,
11/1/2024,16:00:00,Pond 27,333.80,372.00,12.90,13.10,1.17,0.18,368.70,240.00,1.02,0.00,20.04,7.46,na,
11/1/2024,17:00:00,Pond 27,334.70,372.30,13.70,13.90,1.24,0.18,369.10,240.00,0.88,0.00,20.13,7.46,na,
11/1/2024,18:00:00,Pond 27,335.60,373.10,10.00,10.20,0.91,0.18,369.90,240.00,1.04,0.00,20.15,7.46,na,
11/1/2024,19:00:00,Pond 27,338.90,376.80,6.50,6.60,0.59,0.18,373.60,243.00,0.99,0.00,20.14,7.43,na,
11/1/2024,20:00:00,Pond 27,340.80,379.00,1.70,1.80,0.16,0.18,375.70,244.00,1.21,0.00,20.13,7.43,na,
11/1/2024,21:00:00,Pond 27,342.00,380.40,0.40,0.40,0.04,0.18,377.10,245.00,1.36,0.00,20.13,7.42,na,
11/1/2024,22:00:00,Pond 27,338.40,376.30,3.20,3.20,0.29,0.18,373.00,242.00,1.08,0.00,20.14,7.38,na,
11/1/2024,23:00:00,Pond 27,341.20,379.50,0.20,0.20,0.02,0.18,376.20,245.00,2.02,0.00,20.13,7.42,na,
11/2/2024,0:00:00,Pond 27,345.00,383.70,0.10,0.10,0.01,0.18,380.40,247.00,2.37,0.00,20.13,7.43,na,
11/2/2024,1:00:00,Pond 27,343.90,382.40,0.20,0.20,0.01,0.18,379.10,246.00,2.39,0.00,20.14,7.42,na,
11/2/2024,2:00:00,Pond 27,342.60,381.00,0.50,0.50,0.05,0.18,377.70,246.00,2.34,0.00,20.13,7.41,na,
11/2/2024,3:00:00,Pond 27,338.20,376.30,16.90,17.10,1.53,0.18,373.10,242.00,1.41,0.00,20.10,7.47,na,
11/2/2024,4:00:00,Pond 27,336.70,374.80,12.80,13.00,1.16,0.18,371.50,242.00,2.30,0.00,20.09,7.42,na,
11/2/2024,5:00:00,Pond 27,333.80,371.80,19.30,19.60,1.75,0.18,368.60,240.00,1.10,0.00,20.06,7.46,na,
11/2/2024,6:00:00,Pond 27,334.40,372.70,14.80,15.00,1.34,0.18,369.50,240.00,0.71,0.00,20.04,7.44,na,
11/2/2024,7:00:00,Pond 27,334.90,373.30,10.70,10.90,0.97,0.18,370.10,241.00,0.78,0.00,20.03,7.42,na,
11/2/2024,8:00:00,Pond 27,335.70,374.10,6.90,7.00,0.63,0.18,370.90,241.00,0.86,0.00,20.03,7.41,na,
11/2/2024,9:00:00,Pond 27,335.80,374.30,7.30,7.40,0.66,0.18,371.00,241.00,0.71,0.00,20.04,7.41,na,
11/2/2024,10:00:00,Pond 27,338.30,376.80,0.80,0.80,0.07,0.18,373.60,243.00,0.82,0.00,20.06,7.40,na,
11/2/2024,11:00:00,Pond 27,338.40,376.70,1.00,1.00,0.09,0.18,373.40,243.00,1.73,0.00,20.09,7.40,na,
11/2/2024,12:00:00,Pond 27,338.30,376.40,1.00,1.00,0.09,0.18,373.10,243.00,1.06,0.00,20.12,7.39,na,
11/2/2024,13:00:00,Pond 27,338.80,376.40,1.20,1.20,0.11,0.18,373.20,243.00,2.01,0.00,20.18,7.41,na,
11/2/2024,14:00:00,Pond 27,338.90,375.80,2.50,2.50,0.22,0.18,372.70,242.00,1.20,0.00,20.26,7.40,na,
11/2/2024,15:00:00,Pond 27,339.40,375.40,4.50,4.60,0.41,0.18,372.30,242.00,1.22,0.00,20.38,7.40,na,
11/2/2024,16:00:00,Pond 27,339.70,375.20,3.80,3.90,0.34,0.18,372.20,242.00,1.39,0.00,20.43,7.40,na,
11/2/2024,17:00:00,Pond 27,340.20,375.40,3.90,4.00,0.35,0.18,372.40,242.00,0.90,0.00,20.48,7.41,na,
11/2/2024,18:00:00,Pond 27,341.40,376.70,1.10,1.10,0.10,0.18,373.60,243.00,1.67,0.00,20.48,7.40,na,
11/2/2024,19:00:00,Pond 27,341.70,377.00,0.80,0.80,0.08,0.18,373.90,243.00,1.11,0.00,20.49,7.41,na,
11/2/2024,20:00:00,Pond 27,341.70,376.90,0.60,0.60,0.05,0.18,373.80,243.00,0.94,0.00,20.50,7.41,na,
11/2/2024,21:00:00,Pond 27,342.10,377.50,0.30,0.30,0.03,0.18,374.40,243.00,1.35,0.00,20.48,7.41,na,
11/2/2024,22:00:00,Pond 27,343.00,378.60,0.20,0.20,0.01,0.18,375.50,244.00,2.52,0.00,20.47,7.43,na,
11/2/2024,23:00:00,Pond 27,343.60,379.20,0.20,0.20,0.02,0.18,376.10,244.00,1.71,0.00,20.47,7.44,na,
11/3/2024,0:00:00,Pond 27,345.90,381.80,0.20,0.20,0.01,0.18,378.70,246.00,2.48,0.00,20.46,7.47,na,
11/3/2024,1:00:00,Pond 27,346.50,382.50,0.20,0.20,0.01,0.18,379.40,247.00,1.84,0.00,20.46,7.45,na,
11/3/2024,2:00:00,Pond 27,345.30,381.10,0.10,0.10,0.01,0.18,378.00,246.00,3.14,0.00,20.47,7.43,na,
11/3/2024,3:00:00,Pond 27,345.50,381.30,0.10,0.10,0.01,0.18,378.20,246.00,2.36,0.00,20.47,7.43,na,
11/3/2024,4:00:00,Pond 27,343.60,379.20,0.20,0.20,0.01,0.18,376.10,244.00,1.71,0.00,20.48,7.41,na,
11/3/2024,5:00:00,Pond 27,343.60,379.10,0.20,0.20,0.01,0.18,376.00,244.00,1.68,0.00,20.48,7.40,na,
11/3/2024,6:00:00,Pond 27,343.80,379.30,0.20,0.20,0.01,0.18,376.20,245.00,1.67,0.00,20.49,7.41,na,
11/3/2024,7:00:00,Pond 27,343.60,379.00,0.20,0.20,0.01,0.18,376.00,244.00,1.48,0.00,20.49,7.41,na,
11/3/2024,8:00:00,Pond 27,343.30,378.60,0.20,0.20,0.01,0.18,375.60,244.00,1.12,0.00,20.51,7.39,na,
11/3/2024,9:00:00,Pond 27,343.90,379.00,0.20,0.20,0.01,0.18,376.00,244.00,1.34,0.00,20.54,7.38,na,
11/3/2024,10:00:00,Pond 27,344.50,379.30,0.20,0.20,0.01,0.18,376.30,245.00,1.81,0.00,20.57,7.38,na,
11/3/2024,11:00:00,Pond 27,348.60,383.70,0.20,0.20,0.01,0.18,380.70,247.00,1.88,0.00,20.59,7.39,na,
11/3/2024,12:00:00,Pond 27,349.40,384.00,0.10,0.10,0.01,0.18,381.00,248.00,2.35,0.00,20.65,7.41,na,
11/3/2024,13:00:00,Pond 27,345.90,380.00,0.10,0.10,0.01,0.18,377.10,245.00,3.28,0.00,20.68,7.40,na,
11/3/2024,14:00:00,Pond 27,347.80,381.40,0.10,0.10,0.01,0.18,378.50,246.00,3.43,0.00,20.76,7.39,na,
11/3/2024,15:00:00,Pond 27,347.50,380.10,0.30,0.30,0.02,0.18,377.30,245.00,4.32,0.00,20.87,7.38,na,
11/3/2024,16:00:00,Pond 27,347.40,378.60,0.30,0.30,0.03,0.18,375.90,244.00,3.33,0.00,21.03,7.37,na,
11/3/2024,17:00:00,Pond 27,348.10,379.00,0.20,0.20,0.02,0.18,376.30,245.00,5.19,0.00,21.08,7.36,na,
11/3/2024,18:00:00,Pond 27,348.80,379.70,0.20,0.20,0.02,0.18,377.00,245.00,4.80,0.00,21.08,7.39,na,
11/3/2024,19:00:00,Pond 27,349.10,380.10,0.20,0.20,0.02,0.18,377.40,245.00,4.86,0.00,21.08,7.38,na,
11/3/2024,20:00:00,Pond 27,349.90,380.90,0.20,0.20,0.02,0.18,378.20,246.00,6.40,0.00,21.08,7.39,na,
11/3/2024,21:00:00,Pond 27,350.30,381.60,0.20,0.20,0.02,0.18,378.80,246.00,6.28,0.00,21.06,7.39,na,
11/3/2024,22:00:00,Pond 27,351.10,382.40,0.20,0.20,0.01,0.18,379.70,247.00,4.72,0.00,21.06,7.39,na,
11/3/2024,23:00:00,Pond 27,352.10,383.50,0.20,0.20,0.02,0.18,380.80,248.00,5.12,0.00,21.05,7.40,na,
11/4/2024,0:00:00,Pond 27,352.00,383.40,0.20,0.20,0.02,0.18,380.70,247.00,4.87,0.00,21.05,7.40,na,
11/4/2024,1:00:00,Pond 27,352.80,384.50,0.20,0.20,0.02,0.18,381.70,248.00,4.04,0.00,21.04,7.41,na,
11/4/2024,2:00:00,Pond 27,350.40,381.80,0.20,0.20,0.02,0.18,379.10,246.00,2.46,0.00,21.04,7.38,na,
11/4/2024,3:00:00,Pond 27,351.40,382.90,0.20,0.20,0.02,0.18,380.10,247.00,2.10,0.00,21.04,7.38,na,
11/4/2024,4:00:00,Pond 27,352.00,383.70,0.20,0.20,0.02,0.18,381.00,248.00,2.65,0.00,21.02,7.39,na,
11/4/2024,5:00:00,Pond 27,352.30,383.80,0.20,0.20,0.02,0.18,381.00,248.00,3.42,0.00,21.05,7.41,na,
11/4/2024,6:00:00,Pond 27,354.20,385.70,0.20,0.20,0.02,0.18,383.00,249.00,4.14,0.00,21.07,7.40,na,
11/4/2024,7:00:00,Pond 27,353.10,384.50,0.20,0.20,0.02,0.18,381.80,248.00,2.63,0.00,21.07,7.39,na,
11/4/2024,8:00:00,Pond 27,353.20,384.60,0.20,0.20,0.02,0.18,381.90,248.00,2.41,0.00,21.07,7.39,na,
11/4/2024,9:00:00,Pond 27,354.00,385.20,0.20,0.20,0.02,0.18,382.50,249.00,4.41,0.00,21.10,7.40,na,
11/4/2024,10:00:00,Pond 27,351.50,381.90,0.20,0.20,0.02,0.18,379.30,247.00,2.95,0.00,21.16,7.38,na,
11/4/2024,11:00:00,Pond 27,350.90,381.30,0.20,0.20,0.01,0.18,378.60,246.00,4.78,0.00,21.17,7.36,na,
11/4/2024,12:00:00,Pond 27,355.30,385.30,0.10,0.10,0.01,0.18,382.70,249.00,5.61,0.00,21.26,7.38,na,
11/4/2024,13:00:00,Pond 27,348.20,376.90,0.10,0.10,0.01,0.18,374.40,243.00,4.36,0.00,21.34,7.39,na,
11/4/2024,14:00:00,Pond 27,346.30,374.40,0.10,0.10,0.01,0.18,371.90,242.00,4.22,0.00,21.40,7.39,na,
11/4/2024,15:00:00,Pond 27,347.60,375.70,0.10,0.10,0.01,0.18,373.20,243.00,2.84,0.00,21.41,7.37,na,
11/4/2024,16:00:00,Pond 27,350.40,377.90,2.00,2.10,0.18,0.18,375.50,244.00,4.04,0.00,21.51,7.37,na,
11/4/2024,17:00:00,Pond 27,353.10,380.60,0.20,0.20,0.02,0.18,378.10,246.00,5.83,0.00,21.53,7.34,na,
11/4/2024,18:00:00,Pond 27,354.70,382.20,0.20,0.20,0.01,0.18,379.80,247.00,7.30,0.00,21.54,7.34,na,
11/4/2024,19:00:00,Pond 27,346.60,374.20,4.70,4.70,0.41,0.18,371.80,242.00,4.92,0.00,21.45,7.42,na,
